"phrase_id","phrase_text","phrase_text_lower"
"3452","No subscriptions found","no subscriptions found"
"3453","All subscriptions deleted","all subscriptions deleted"
"3454","Unsubscription completed","unsubscription completed"
"3455","Email sent","email sent"
"3456","Invalid email address","invalid email address"
"3457","Title of unsubscribe button","title of unsubscribe button"
"3458","Title of email field","title of email field"
"3459","Email options","email options"
"3460","Confirmation valid for n hours","confirmation valid for n hours"
"3461","Subscription completed","subscription completed"
"3462","Depth of categories","depth of categories"
"3463","No pending subscriptions","no pending subscriptions"
"3464","Title of subscribe button","title of subscribe button"
"3465","Pending categories","pending categories"
"3466","Ignored categories","ignored categories"
"3467","Nothing selected","nothing selected"
"3468","No new selection","no new selection"
"3469","No new selections","no new selections"
"3470","The user didn't select any new categories.","the user didn't select any new categories."
"3471","Recipents","recipents"
"3472","Add BCC","add bcc"
"3473","Add CC","add cc"
"3474","Add to","add to"
"3476","Email to sender","email to sender"
"3477","Do you want to receive a copy of this email?","do you want to receive a copy of this email?"
"3478","Forward to","forward to"
"3479","No tasks defined.","no tasks defined."
"3480","Do you really want to delete task ""%s""?","do you really want to delete task ""%s""?"
"3481","Execute cronjob","execute cronjob"
"3482","Execute cronjob now","execute cronjob now"
"3483","Domain löschen","domain löschen"
"3484","Control relations","control relations"
"3485","Edit Relations","edit relations"
"3486","Add Relation","add relation"
"3487","End Age","end age"
"3488","Start Age","start age"
"3489","Definition","definition"
"3490","Generic Assistant Step","generic assistant step"
"3491","Functionalities","functionalities"
"3492","Add Version","add version"
"3493","Definition of different groups by age","definition of different groups by age"
"3494","Add age group","add age group"
"3495","OPS-Codes","ops-codes"
"3496","ICD-Codes","icd-codes"
"3497","Codes seperated by , or ;","codes seperated by , or ;"
"3498","Classifications","classifications"
"3499","Fachabteilungen","fachabteilungen"
"3500","Age group independent","age group independent"
"3501","Age group 2","age group 2"
"3502","Age group 1","age group 1"
"3503","Key","key"
"3504","ShowICD","showicd"
"3505","Add procedure","add procedure"
"3506","Add diseases","add diseases"
"3507","Versorgungsschwerpunkte des Krankenhauses","versorgungsschwerpunkte des krankenhauses"
"3508","Working as Filter","working as filter"
"3509","Relevance","relevance"
"3510","Experiences","experiences"
"3511","Relation Control","relation control"
"3512","Department","department"
"3513","Service","service"
"3514","classification","classification"
"3515","Procedures","procedures"
"3516","Show ICD","show icd"
"3517","Add Relations","add relations"
"3518","BQS","bqs"
"3519","Show OPS","show ops"
"3520","Show OPS-Relations","show ops-relations"
"3521","Show ICD-Relations","show icd-relations"
"3522","Check Relations","check relations"
"3523","Age (to)","age (to)"
"3524","Age (from)","age (from)"
"3525","DMP","dmp"
"3526","Minimal Amounts","minimal amounts"
"3527","Nursing","nursing"
"3528","Devices","devices"
"3529","Therapy Personnel","therapy personnel"
"3530","Personnel","personnel"
"3531","Qualifications","qualifications"
"3532","Focus Department","focus department"
"3533","Focus Hospital","focus hospital"
"3534","Ambulant","ambulant"
"3535","Departments","departments"
"3536","ShowOPS","showops"
"3537","Delete OPS relations","delete ops relations"
"3538","Add Disease","add disease"
"3539","OPS-Code","ops-code"
"3540","ICD-Code","icd-code"
"3541","Deletes all relations for the currently selected OPS in this revision","deletes all relations for the currently selected ops in this revision"
"3542","Relation deleted.","relation deleted."
"3543","Relation added.","relation added."
"3544","Procedure Code","procedure code"
"3545","Lay Language","lay language"
"3546","Definition of different Procedures","definition of different procedures"
"3547","Deleted %d relations for ICD/OPS ""%s"" in revision ""%s"", Module ""%s"".","deleted %d relations for icd/ops ""%s"" in revision ""%s"", module ""%s""."
"3548","Do you really want to delete relations for %s ""%s"" in revision ""%s""?","do you really want to delete relations for %s ""%s"" in revision ""%s""?"
"3549","Deleted %d relations.","deleted %d relations."
"3550","Added %d relations.","added %d relations."
"3551","Added %d OPS relations.","added %d ops relations."
"3552","No %s found for code ""%s"". Mistyped or wrong punctuation? Please check the affected codes.","no %s found for code ""%s"". mistyped or wrong punctuation? please check the affected codes."
"3553","Added %d ICD relations.","added %d icd relations."
"3554","No %s found for code ""%s"". Please check the affected codes.","no %s found for code ""%s"". please check the affected codes."
"3555","Age","age"
"3556","Age groups","age groups"
"3557","Relation could not be added.","relation could not be added."
"3558","Delete ICD relations","delete icd relations"
"3559","Disease Description","disease description"
"3560","Disease Shortkey","disease shortkey"
"3561","Definition of different serious Diseases","definition of different serious diseases"
"3562","Serious diseases","serious diseases"
"3563","Version Properties","version properties"
"3564","Version Name","version name"
"3565","Based on","based on"
"3566","Do you really want to delete agegroup ""%s"" (#%d)?","do you really want to delete agegroup ""%s"" (#%d)?"
"3567","Agegroup deleted.","agegroup deleted."
"3568","Deleting an agegroup does not remove any relations to it if they exist.","deleting an agegroup does not remove any relations to it if they exist."
"3569","Invalid file type .pdf","invalid file type .pdf"
"3570","Invalid filename","invalid filename"
"3571","File too large","file too large"
"3572","Surname field","surname field"
"3573","Givenname field","givenname field"
"3574","Clinic name field","clinic name field"
"3575","Usable Wildcards for grouping: .- and .(char)* codes seperated by , or ;","usable wildcards for grouping: .- and .(char)* codes seperated by , or ;"
"3576","Age independent","age independent"
"3577","Delete relation set","delete relation set"
"3578","Add relation set","add relation set"
"3579","Add revision","add revision"
"3580","Active revision","active revision"
"3581","Revisions","revisions"
"3582","Relation sets","relation sets"
"3583","OPS","ops"
"3584","ICD","icd"
"3585","Edit relation set","edit relation set"
"3586","ICD code ""%s"" not found","icd code ""%s"" not found"
"3587","No configuration for this step available.","no configuration for this step available."
"3588","Edit revision","edit revision"
"3589","Treatments","treatments"
"3590","Diseases","diseases"
"3591","Relations","relations"
"3592","Add treatment","add treatment"
"3593","Age to","age to"
"3594","Age from","age from"
"3595","Add agegroup","add agegroup"
"3596","Relations enabled.","relations enabled."
"3597","Administrator","administrator"
"3598","Age group","age group"
"3599","Delete agegroup","delete agegroup"
"3600","Relation set","relation set"
"3601","Activate revision","activate revision"
"3602","Delete revision","delete revision"
"3603","Copy from","copy from"
"3604","Treatment","treatment"
"3605","Delete treatment","delete treatment"
"3606","Edit treatment","edit treatment"
"3607","Relations disabled.","relations disabled."
"3608","Step activated.","step activated."
"3609","Step deactivated.","step deactivated."
"3610","%s is in use. You can not delete it.","%s is in use. you can not delete it."
"3611","Edit age group","edit age group"
"3612","Revision","revision"
"3613","%s activated.","%s activated."
"3614","Activate revision?","activate revision?"
"3615","Delete revision?","delete revision?"
"3616","Assistant steps","assistant steps"
"3617","Activate step?","activate step?"
"3618","Deactivate step?","deactivate step?"
"3619","Delete age group?","delete age group?"
"3620","Delete relation set?","delete relation set?"
